SaleID,price
0,42090.9279524159
1,201.0877150408684
2,6325.8077577842205
3,11822.44567602409
4,587.5700356162957
5,1610.8088624565878
6,4572.994067279689
7,9278.038774057073
8,4326.136453481303
9,2199.7538120063055
10,3384.545022323904
11,6405.077138157575
12,2374.652115573912
13,11582.146559755267
14,12365.00353678528
15,312.77794326856986
16,627.6052217584044
17,5768.962082169067
18,9481.949143426973
19,1340.8146270838565
20,4371.235880434398
21,12727.033743310978
22,1354.8337345252812
23,15690.713629172405
24,1358.8197532764698
25,6221.478318837047
26,1668.1915427890547
27,3794.145658598508
28,20702.62594787934
29,17127.29904219338
30,1569.7525880388475
31,286.43589098812487
32,3813.265815452947
33,2767.774725284723
34,3426.136385545828
35,6844.563513419592
36,1051.4216975782865
37,4083.869804613895
38,24866.17089823768
39,1562.7541726107456
40,14025.707355925744
41,4121.183648001347
42,15846.220600547545
43,26542.10234256432
44,8069.848282851958
45,2075.372494192599
46,3025.956556115957
47,49330.96557069016
48,1210.525979425833
49,35819.50900046192
50,5283.060949728397
51,10422.576303103135
52,1165.2943103284176
53,621.9753444894309
54,14135.6815993702
55,3942.6741783588986
56,719.6497970945132
57,2440.6556789970014
58,1148.8398249026027
59,2343.6029105392486
60,8783.788817847144
61,3033.3920104704225
62,1430.391441604623
63,11539.488951755364
64,20785.87348885925
65,9502.5723025242
66,13010.476263530036
67,3330.542582513949
68,1248.707952260696
69,2960.512224462785
70,1359.6944493480898
71,568.9192984673039
72,1314.0918898788027
73,21349.871487061675
74,229.64041823676015
75,865.9566277647532
76,2742.05767967088
77,7318.636454008679
78,2501.8669686468393
79,4926.596148785316
80,2608.7153494455233
81,8018.721069361217
82,15257.352102816207
83,504.7818041956201
84,3942.3319380780185
85,3406.3121609915856
86,37149.17275366054
87,351.10718195391405
88,2960.17612901846
89,2946.8191642694064
90,970.4679993759335
91,7277.288297253831
92,6257.903313279346
93,668.0780999504418
94,11300.200487844791
95,160.81141066628078
96,13206.904934973692
97,8026.355717425435
98,446.80640042410437
99,354.40317152039984
100,490.51594858675264
101,4033.8795336385183
102,1481.0896385720034
103,2811.946595400246
104,4132.513797212616
105,952.9352542908794
106,2055.007407539687
107,566.0234020440552
108,7424.846462966419
109,2006.5968671784904
110,3474.4892244276552
111,10541.516201431215
112,10366.607246722702
113,1760.184996718778
114,1291.5654068972021
115,2329.3774551235765
116,6864.421389748059
117,2823.7144024704066
118,22312.49517024676
119,10256.990554869524
120,15510.99980808378
121,1547.6412621063319
122,7306.983429829635
123,124.29592407749286
124,13886.297478312794
125,3982.93176455456
126,2163.3355905488647
127,15333.837402817924
128,35831.02603870986
129,2979.2387589453547
130,3016.195825049682
131,861.114684990534
132,4473.852595611193
133,6705.601115013641
134,15127.119760675432
135,1177.634423169004
136,1380.028194460934
137,2905.1053283175797
138,6146.178448590181
139,1051.2903278173826
140,1518.9482456014816
141,2366.248079508108
142,9489.505344011264
143,5909.021237234166
144,1109.9098821463017
145,1782.0033958838308
146,7082.255631632989
147,1147.5885872061142
148,2440.7242137521553
149,841.6352780893751
150,3706.013700002967
151,7692.488562174595
152,582.4958239771827
153,606.9998001443655
154,20365.03012373094
155,2911.6025800491975
156,460.7634475590089
157,5115.971807968194
158,1083.122682399387
159,9052.012831512668
160,44828.62206085799
161,806.717943921884
162,724.6512894140221
163,732.3663015864252
164,4698.451511970971
165,3439.5997716139173
166,6541.267334831272
167,2600.765162587555
168,4604.823666344812
169,2534.3250058467142
170,3108.479977902673
171,3864.6764524632636
172,1442.482516558679
173,6259.278227158797
174,2240.655102584691
175,479.61541491459275
176,22446.324289266322
177,198.52872734647752
178,2287.096327440695
179,2983.877055203572
180,1097.3068294803616
181,1408.9168716254762
182,6607.736248236711
183,1014.8897024447697
184,568.7202618044182
185,9354.430113616323
186,2646.477244143805
187,17544.137541976637
188,2712.427547618995
189,4947.919758868021
190,5127.615040009108
191,139.75220354894725
192,1572.3064841373307
193,3913.100833886063
194,16678.216551244666
195,804.6756536559733
196,18606.55710986007
197,3021.1594203429086
198,4291.456966824035
199,2255.757873868566
200,2268.4491137276414
201,9792.530968127772
202,2243.939327066148
203,439.1559541180921
204,3868.117387418247
205,1002.1110949412057
206,13447.344742519384
207,1951.0962118702605
208,1184.0302850648902
209,2259.1200857880212
210,6454.063708105025
211,10574.200093789248
212,10873.408201105645
213,1013.2446924781634
214,4486.331803695844
215,143.14484111595462
